Experiment; Time; X; Y; Z
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,10; -3,67; 0,16; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,20; -3,61; -0,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,30; -3,55; -0,57; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,40; -3,50; -0,90; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,50; -3,46; -1,20; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,60; -3,43; -1,48; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,70; -3,43; -1,78; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,80; -3,43; -2,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,90; -3,45; -2,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,00; -3,48; -3,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,10; -3,52; -3,58; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,20; -3,57; -4,15; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,30; -3,63; -4,71; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,40; -3,71; -5,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,50; -3,79; -5,60; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,60; -3,88; -5,82; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,70; -3,99; -5,85; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,80; -4,10; -5,67; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 62,90; -4,22; -5,29; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,00; -4,35; -4,77; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,10; -4,47; -4,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,20; -4,60; -3,46; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,30; -4,73; -2,78; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,40; -4,86; -2,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,50; -4,98; -1,58; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,60; -5,11; -1,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,70; -5,23; -0,78; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,80; -5,35; -0,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 63,90; -5,48; -0,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,00; -5,59; -0,42; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,10; -5,71; -0,47; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,20; -5,81; -0,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,30; -5,91; -0,63; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,40; -6,00; -0,69; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,50; -6,07; -0,71; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,60; -6,11; -0,72; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,70; -6,14; -0,75; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,80; -6,14; -0,85; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 64,90; -6,13; -1,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,00; -6,11; -1,32; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,10; -6,07; -1,73; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,20; -6,02; -2,27; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,30; -5,96; -2,92; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,40; -5,89; -3,67; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,50; -5,81; -4,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,60; -5,72; -5,35; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,70; -5,61; -6,20; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,80; -5,50; -6,99; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 65,90; -5,37; -7,66; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,00; -5,23; -8,15; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,10; -5,07; -8,42; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,20; -4,91; -8,47; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,30; -4,74; -8,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,40; -4,58; -8,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,50; -4,42; -7,61; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,60; -4,26; -7,11; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,70; -4,12; -6,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,80; -3,98; -5,95; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 66,90; -3,86; -5,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,00; -3,75; -4,70; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,10; -3,65; -4,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,20; -3,56; -3,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,30; -3,48; -2,93; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,40; -3,41; -2,43; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,50; -3,36; -2,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,60; -3,32; -1,63; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,70; -3,28; -1,35; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,80; -3,26; -1,16; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 67,90; -3,25; -1,05; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,00; -3,25; -1,05; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,10; -3,26; -1,13; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,20; -3,27; -1,32; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,30; -3,30; -1,59; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,40; -3,34; -1,96; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,50; -3,39; -2,41; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,60; -3,44; -2,95; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,70; -3,51; -3,57; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,80; -3,59; -4,24; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 68,90; -3,67; -4,97; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,00; -3,77; -5,73; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,10; -3,88; -6,50; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,20; -4,00; -7,25; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,30; -4,14; -7,95; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,40; -4,29; -8,57; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,50; -4,45; -9,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,60; -4,63; -9,38; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,70; -4,80; -9,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,80; -4,96; -9,39; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 69,90; -5,11; -9,10; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,00; -5,23; -8,68; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,10; -5,32; -8,18; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,20; -5,41; -7,65; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,30; -5,47; -7,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,40; -5,53; -6,63; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,50; -5,57; -6,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,60; -5,59; -5,82; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,70; -5,61; -5,52; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,80; -5,61; -5,31; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 70,90; -5,60; -5,17; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,00; -5,58; -5,10; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,10; -5,55; -5,11; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,20; -5,52; -5,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,30; -5,47; -5,34; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,40; -5,41; -5,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,50; -5,34; -5,84; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,60; -5,27; -6,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,70; -5,19; -6,61; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,80; -5,10; -7,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 71,90; -5,01; -7,59; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,00; -4,91; -8,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,10; -4,81; -8,64; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,20; -4,71; -9,11; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,30; -4,60; -9,46; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,40; -4,51; -9,65; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,50; -4,45; -9,65; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,60; -4,42; -9,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,70; -4,41; -9,22; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,80; -4,43; -8,90; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 72,90; -4,45; -8,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,00; -4,49; -8,22; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,10; -4,53; -7,92; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,20; -4,57; -7,68; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,30; -4,62; -7,50; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,40; -4,66; -7,40; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,50; -4,71; -7,38; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,60; -4,75; -7,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,70; -4,79; -7,57; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,80; -4,83; -7,78; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 73,90; -4,87; -8,05; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,00; -4,90; -8,38; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,10; -4,92; -8,73; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,20; -4,94; -9,09; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,30; -4,95; -9,42; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,40; -4,94; -9,69; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,50; -4,89; -9,83; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,60; -4,82; -9,81; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,70; -4,72; -9,68; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,80; -4,63; -9,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 74,90; -4,55; -9,30; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,00; -4,47; -9,15; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,10; -4,42; -9,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,20; -4,38; -9,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,30; -4,36; -9,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,40; -4,36; -9,20; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,50; -4,38; -9,36; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,60; -4,43; -9,57; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,70; -4,50; -9,77; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,80; -4,60; -9,91; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 75,90; -4,73; -9,93; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,00; -4,85; -9,85; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,10; -4,92; -9,76; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,20; -4,96; -9,70; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,30; -4,96; -9,70; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,40; -4,92; -9,77; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,50; -4,86; -9,87; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,60; -4,76; -9,96; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,70; -4,65; -9,97; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,80; -4,59; -9,93; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 76,90; -4,58; -9,91; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,00; -4,62; -9,93; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,10; -4,68; -9,98; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,20; -4,75; -9,99; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,30; -4,78; -9,98; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,40; -4,77; -9,98; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,50; -4,73; -10,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,60; -4,70; -10,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,70; -4,69; -10,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 77,80; -4,69; -10,00; 256,00
