Experiment; Time; X; Y; Z
Complete Physics Engine - Steep Hilly Terrain - Fast z; 31,40; -3,85; 5,41; 250,73
Complete Physics Engine - Steep Hilly Terrain - Fast z; 31,50; -3,85; 6,46; 251,38
Complete Physics Engine - Steep Hilly Terrain - Fast z; 31,60; -3,83; 4,80; 252,04
Complete Physics Engine - Steep Hilly Terrain - Fast z; 31,70; -3,79; 1,22; 252,70
Complete Physics Engine - Steep Hilly Terrain - Fast z; 31,80; -3,76; -2,62; 253,37
Complete Physics Engine - Steep Hilly Terrain - Fast z; 31,90; -3,73; -5,09; 254,05
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,00; -3,72; -5,24; 254,74
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,10; -3,71; -3,13; 255,42
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,20; -3,72; 0,30; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,30; -3,72; 3,59; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,40; -3,72; 5,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,50; -3,70; 4,82; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,60; -3,67; 2,39; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,70; -3,64; -0,80; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,80; -3,60; -3,32; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 32,90; -3,58; -4,24; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,00; -3,57; -3,34; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,10; -3,57; -1,09; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,20; -3,58; 1,62; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,30; -3,58; 3,63; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,40; -3,56; 4,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,50; -3,54; 2,87; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,60; -3,50; 0,66; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,70; -3,46; -1,43; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,80; -3,43; -2,62; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 33,90; -3,42; -2,63; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,00; -3,41; -1,62; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,10; -3,42; 0,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,20; -3,43; 1,68; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,30; -3,42; 2,62; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,40; -3,40; 2,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,50; -3,37; 1,32; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,60; -3,33; -0,05; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,70; -3,29; -0,92; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,80; -3,26; -1,18; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 34,90; -3,25; -0,97; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,00; -3,24; -0,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,10; -3,26; 0,17; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,20; -3,27; 0,92; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,30; -3,27; 1,27; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,40; -3,26; 1,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,50; -3,23; 0,47; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,60; -3,19; -0,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,70; -3,15; -0,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,80; -3,14; 0,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 35,90; -3,13; 0,10; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,00; -3,13; 0,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,10; -3,16; 0,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,20; -3,18; 0,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,30; -3,18; 0,34; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,40; -3,17; 0,26; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,50; -3,15; 0,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,60; -3,11; -0,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,70; -3,07; 0,26; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,80; -3,06; 0,68; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 36,90; -3,06; 0,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,00; -3,06; 0,69; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,10; -3,08; 0,31; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,20; -3,12; 0,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,30; -3,17; 0,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,40; -3,19; 0,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,50; -3,20; 0,62; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,60; -3,20; 0,54; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,70; -3,19; 0,24; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,80; -3,16; -0,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 37,90; -3,14; 0,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,00; -3,13; 0,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,10; -3,14; 0,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,20; -3,16; -0,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,30; -3,19; -0,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,40; -3,24; 0,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,50; -3,29; 0,74; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,60; -3,32; 1,48; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,70; -3,34; 1,92; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,80; -3,34; 1,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 38,90; -3,34; 1,30; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,00; -3,32; 0,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,10; -3,29; -0,36; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,20; -3,27; -0,88; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,30; -3,27; -1,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,40; -3,27; -1,28; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,50; -3,29; -1,11; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,60; -3,32; -0,60; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,70; -3,37; 0,32; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,80; -3,41; 1,51; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 39,90; -3,44; 2,53; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,00; -3,45; 3,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,10; -3,45; 2,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,20; -3,45; 2,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,30; -3,43; 0,80; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,40; -3,39; -0,46; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,50; -3,37; -1,42; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,60; -3,36; -2,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,70; -3,36; -2,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,80; -3,38; -1,94; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 40,90; -3,40; -1,22; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,00; -3,44; -0,07; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,10; -3,48; 1,39; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,20; -3,51; 2,74; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,30; -3,53; 3,60; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,40; -3,53; 3,74; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,50; -3,52; 3,10; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,60; -3,51; 1,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,70; -3,47; 0,34; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,80; -3,44; -1,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 41,90; -3,42; -2,02; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,00; -3,41; -2,56; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,10; -3,41; -2,59; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,20; -3,42; -2,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,30; -3,45; -1,16; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,40; -3,49; 0,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,50; -3,52; 1,77; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,60; -3,55; 3,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,70; -3,56; 3,93; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,80; -3,56; 3,99; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 42,90; -3,55; 3,28; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,00; -3,53; 2,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,10; -3,49; 0,46; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,20; -3,45; -0,94; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,30; -3,42; -1,95; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,40; -3,41; -2,50; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,50; -3,40; -2,58; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,60; -3,41; -2,20; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,70; -3,43; -1,39; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,80; -3,46; -0,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 43,90; -3,50; 1,25; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,00; -3,53; 2,61; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,10; -3,54; 3,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,20; -3,54; 3,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,30; -3,53; 3,47; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,40; -3,51; 2,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,50; -3,47; 1,16; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,60; -3,42; -0,15; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,70; -3,38; -1,13; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,80; -3,35; -1,71; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 44,90; -3,34; -1,94; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,00; -3,34; -1,85; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,10; -3,34; -1,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,20; -3,36; -0,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,30; -3,40; 0,05; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,40; -3,43; 1,17; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,50; -3,45; 2,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,60; -3,46; 2,91; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,70; -3,46; 3,10; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,80; -3,44; 2,77; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 45,90; -3,42; 2,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,00; -3,38; 1,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,10; -3,33; 0,09; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,20; -3,27; -0,46; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,30; -3,24; -0,67; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,40; -3,22; -0,70; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,50; -3,21; -0,66; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,60; -3,21; -0,59; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,70; -3,22; -0,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,80; -3,25; -0,27; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 46,90; -3,30; 0,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,00; -3,34; 0,92; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,10; -3,36; 1,60; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,20; -3,37; 2,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,30; -3,36; 2,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,40; -3,35; 1,97; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,50; -3,33; 1,47; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,60; -3,29; 0,83; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,70; -3,24; 0,23; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,80; -3,15; -0,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 47,90; -3,09; 0,24; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,00; -3,05; 0,70; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,10; -3,02; 1,16; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,20; -3,00; 1,45; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,30; -2,99; 1,47; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,40; -2,99; 1,21; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,50; -3,00; 0,75; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,60; -3,03; 0,23; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,70; -3,09; -0,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,80; -3,13; -0,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 48,90; -3,14; 0,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,00; -3,15; 0,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,10; -3,14; 0,01; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,20; -3,13; -0,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,30; -3,10; -0,26; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,40; -3,06; -0,28; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,50; -3,00; 0,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,60; -2,93; 0,66; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,70; -2,88; 1,50; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,80; -2,85; 2,29; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 49,90; -2,83; 2,88; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,00; -2,82; 3,17; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,10; -2,82; 3,10; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,20; -2,83; 2,68; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,30; -2,85; 2,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,40; -2,89; 1,17; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,50; -2,94; 0,37; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,60; -3,01; -0,18; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,70; -3,06; -0,36; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,80; -3,09; -0,35; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 50,90; -3,11; -0,28; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,00; -3,12; -0,24; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,10; -3,11; -0,26; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,20; -3,10; -0,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,30; -3,10; -0,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,40; -3,07; -0,38; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,50; -3,07; -0,38; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,60; -3,03; -0,30; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,70; -2,97; 0,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,80; -2,90; 0,72; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 51,90; -2,85; 1,52; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,00; -2,82; 2,27; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,10; -2,80; 2,87; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,20; -2,80; 3,24; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,30; -2,80; 3,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,40; -2,82; 3,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,50; -2,84; 2,69; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,60; -2,88; 2,05; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,70; -2,92; 1,32; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,80; -2,99; 0,62; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 52,90; -3,07; 0,11; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,00; -3,18; 0,04; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,10; -3,27; 0,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,20; -3,34; 1,06; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,30; -3,39; 1,73; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,40; -3,42; 2,35; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,50; -3,44; 2,82; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,60; -3,46; 3,07; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,70; -3,46; 3,10; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,80; -3,45; 2,88; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 53,90; -3,43; 2,45; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,00; -3,40; 1,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,10; -3,36; 1,19; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,20; -3,30; 0,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,30; -3,22; 0,09; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,40; -3,11; 0,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,50; -3,04; 0,34; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,60; -3,00; 0,79; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,70; -2,97; 1,23; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,80; -2,96; 1,58; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 54,90; -2,95; 1,77; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,00; -2,96; 1,78; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,10; -2,98; 1,60; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,20; -3,01; 1,27; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,30; -3,04; 0,82; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,40; -3,09; 0,34; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,50; -3,16; -0,08; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,60; -3,24; -0,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,70; -3,34; -0,31; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,80; -3,45; 0,05; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 55,90; -3,57; 0,66; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,00; -3,68; 1,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,10; -3,78; 2,28; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,20; -3,88; 3,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,30; -3,97; 3,95; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,40; -4,05; 4,68; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,50; -4,12; 5,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,60; -4,19; 5,86; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,70; -4,25; 6,29; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,80; -4,31; 6,60; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 56,90; -4,35; 6,80; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,00; -4,40; 6,89; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,10; -4,44; 6,87; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,20; -4,47; 6,73; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,30; -4,50; 6,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,40; -4,53; 6,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,50; -4,56; 5,63; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,60; -4,58; 5,00; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,70; -4,61; 4,23; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,80; -4,63; 3,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 57,90; -4,65; 2,29; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,00; -4,68; 1,12; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,10; -4,70; -0,17; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,20; -4,72; -1,55; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,30; -4,75; -2,99; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,40; -4,77; -4,45; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,50; -4,79; -5,88; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,60; -4,81; -7,22; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,70; -4,83; -8,38; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,80; -4,85; -9,29; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 58,90; -4,86; -9,82; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,00; -4,83; -9,85; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,10; -4,78; -9,42; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,20; -4,72; -8,66; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,30; -4,66; -7,70; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,40; -4,60; -6,63; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,50; -4,55; -5,50; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,60; -4,49; -4,39; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,70; -4,44; -3,32; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,80; -4,38; -2,33; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 59,90; -4,33; -1,44; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,00; -4,28; -0,67; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,10; -4,23; -0,03; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,20; -4,18; 0,49; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,30; -4,13; 0,88; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,40; -4,08; 1,14; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,50; -4,02; 1,28; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,60; -3,97; 1,31; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,70; -3,92; 1,24; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,80; -3,86; 1,07; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 60,90; -3,80; 0,82; 256,00
Complete Physics Engine - Steep Hilly Terrain - Fast z; 61,00; -3,74; 0,51; 256,00
