Experiment; Time; X; Y; Z
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,70; 206,06; -9,60; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,80; 206,56; -7,04; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,90; 207,05; -2,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,00; 207,53; 1,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,10; 208,00; 6,11; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,20; 208,46; 8,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,30; 208,89; 10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,40; 209,31; 9,22; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,50; 209,76; 6,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,60; 210,22; 2,59; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,70; 210,70; -2,08; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,80; 211,18; -6,38; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 30,90; 211,67; -9,27; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,00; 212,20; -9,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,10; 212,70; -7,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,20; 213,19; -4,20; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,30; 213,67; 0,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,40; 214,14; 4,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,50; 214,60; 8,27; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,60; 215,04; 9,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,70; 215,47; 9,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,80; 215,92; 7,52; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 31,90; 216,39; 3,74; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,00; 216,87; -0,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,10; 217,35; -5,51; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,20; 217,85; -8,84; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,30; 218,38; -9,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,40; 218,88; -8,57; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,50; 219,37; -5,18; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,60; 219,84; -0,73; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,70; 220,30; 3,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,80; 220,75; 7,45; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 32,90; 221,19; 9,57; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,00; 221,59; 9,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,10; 222,00; 8,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,20; 222,43; 5,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,30; 222,87; 1,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,40; 223,32; -2,61; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,50; 223,78; -6,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,60; 224,25; -9,32; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,70; 224,75; -9,92; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,80; 225,24; -8,16; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 33,90; 225,71; -4,67; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,00; 226,16; -0,30; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,10; 226,61; 4,05; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,20; 227,05; 7,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,30; 227,47; 9,56; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,40; 227,85; 9,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,50; 228,25; 8,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,60; 228,66; 6,26; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,70; 229,09; 2,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,80; 229,52; -1,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 34,90; 229,97; -5,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,00; 230,43; -8,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,10; 230,91; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,20; 231,38; -8,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,30; 231,83; -6,04; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,40; 232,26; -2,13; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,50; 232,69; 2,07; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,60; 233,10; 5,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,70; 233,50; 8,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,80; 233,88; 9,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 35,90; 234,24; 9,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,00; 234,62; 8,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,10; 235,01; 5,71; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,20; 235,42; 1,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,30; 235,84; -2,17; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,40; 236,27; -6,03; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,50; 236,71; -8,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,60; 237,17; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,70; 237,63; -9,06; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,80; 238,06; -6,45; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 36,90; 238,48; -2,80; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,00; 238,89; 1,24; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,10; 239,28; 4,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,20; 239,67; 7,88; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,30; 240,04; 9,57; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,40; 240,37; 9,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,50; 240,71; 9,28; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,60; 241,08; 7,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,70; 241,46; 4,29; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,80; 241,85; 0,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 37,90; 242,25; -3,41; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,00; 242,66; -6,88; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,10; 243,09; -9,26; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,20; 243,54; -9,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,30; 243,97; -8,80; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,40; 244,38; -6,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,50; 244,77; -2,69; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,60; 245,16; 1,13; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,70; 245,53; 4,69; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,80; 245,90; 7,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 38,90; 246,25; 9,33; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,00; 246,57; 9,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,10; 246,87; 9,67; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,20; 247,21; 8,27; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,30; 247,57; 5,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,40; 247,94; 2,45; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,50; 248,32; -1,31; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,60; 248,71; -4,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,70; 249,11; -7,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,80; 249,52; -9,73; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 39,90; 249,95; -9,80; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,00; 250,36; -8,22; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,10; 250,75; -5,43; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,20; 251,13; -1,95; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,30; 251,50; 1,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,40; 251,86; 5,04; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,50; 252,20; 7,67; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,60; 252,53; 9,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,70; 252,83; 9,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,80; 253,12; 9,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 40,90; 253,44; 8,58; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,00; 253,78; 6,39; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,10; 254,13; 3,36; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,20; 254,49; -0,18; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,30; 254,86; -3,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,40; 255,24; -6,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,50; 255,63; -9,18; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,60; 256,00; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,70; 256,00; -9,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,80; 256,00; -6,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 41,90; 256,00; -3,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,00; 256,00; -0,54; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,10; 256,00; 2,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,20; 256,00; 5,84; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,30; 256,00; 8,10; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,40; 256,00; 9,49; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,50; 256,00; 9,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,60; 256,00; 9,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,70; 256,00; 8,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,80; 256,00; 6,88; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 42,90; 256,00; 4,21; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,00; 256,00; 0,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,10; 256,00; -2,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,20; 256,00; -5,66; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,30; 256,00; -8,24; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,40; 256,00; -9,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,50; 256,00; -9,83; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,60; 256,00; -8,48; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,70; 256,00; -6,11; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,80; 256,00; -3,09; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 43,90; 256,00; 0,18; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,00; 256,00; 3,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,10; 256,00; 6,07; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,20; 256,00; 8,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,30; 256,00; 9,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,40; 256,00; 9,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,50; 256,00; 9,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,60; 256,00; 9,22; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,70; 256,00; 7,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,80; 256,00; 5,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 44,90; 256,00; 2,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,00; 256,00; -0,27; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,10; 256,00; -3,47; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,20; 256,00; -6,38; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,30; 256,00; -8,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,40; 256,00; -9,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,50; 256,00; -9,77; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,60; 256,00; -8,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,70; 256,00; -6,50; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,80; 256,00; -3,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 45,90; 256,00; -1,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,00; 256,00; 1,66; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,10; 256,00; 4,24; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,20; 256,00; 6,42; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,30; 256,00; 8,10; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,40; 256,00; 9,23; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,50; 256,00; 9,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,60; 256,00; 10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,70; 256,00; 9,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,80; 256,00; 9,57; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 46,90; 256,00; 8,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,00; 256,00; 7,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,10; 256,00; 5,61; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,20; 256,00; 3,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,30; 256,00; 0,75; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,40; 256,00; -1,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,50; 256,00; -4,66; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,60; 256,00; -7,03; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,70; 256,00; -8,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,80; 256,00; -9,88; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 47,90; 256,00; -9,83; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,00; 256,00; -8,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,10; 256,00; -7,25; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,20; 256,00; -5,22; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,30; 256,00; -2,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,40; 256,00; -0,59; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,50; 256,00; 1,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,60; 256,00; 3,80; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,70; 256,00; 5,64; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,80; 256,00; 7,15; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 48,90; 256,00; 8,30; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,00; 256,00; 9,11; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,10; 256,00; 9,60; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,20; 256,00; 9,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,30; 256,00; 9,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,40; 256,00; 9,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,50; 256,00; 9,92; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,60; 256,00; 9,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,70; 256,00; 9,50; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,80; 256,00; 8,95; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 49,90; 256,00; 8,11; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,00; 256,00; 6,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,10; 256,00; 5,42; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,20; 256,00; 3,60; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,30; 256,00; 1,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,40; 256,00; -0,71; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,50; 256,00; -3,01; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,60; 256,00; -5,23; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,70; 256,00; -7,21; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,80; 256,00; -8,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 50,90; 256,00; -9,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,00; 256,00; -9,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,10; 256,00; -9,20; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,20; 256,00; -7,84; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,30; 256,00; -7,84; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,40; 256,00; -6,05; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,50; 256,00; -6,05; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,60; 256,00; -4,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,70; 256,00; -1,83; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,80; 256,00; 0,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 51,90; 256,00; 2,39; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,00; 256,00; 4,25; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,10; 256,00; 5,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,20; 256,00; 7,17; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,30; 256,00; 8,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,40; 256,00; 8,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,50; 256,00; 9,41; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,60; 256,00; 9,69; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,70; 256,00; 9,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,80; 256,00; 9,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 52,90; 256,00; 9,81; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,00; 256,00; 9,66; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,10; 256,00; 9,37; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,20; 256,00; 8,88; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,30; 256,00; 8,15; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,40; 256,00; 7,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,50; 256,00; 5,84; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,60; 256,00; 4,26; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,70; 256,00; 2,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,80; 256,00; 0,43; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 53,90; 256,00; -1,69; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,00; 256,00; -3,83; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,10; 256,00; -5,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,20; 256,00; -7,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,30; 256,00; -9,05; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,40; 256,00; -9,88; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,50; 256,00; -9,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,60; 256,00; -9,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,70; 256,00; -8,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,80; 256,00; -6,49; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 54,90; 256,00; -4,77; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,00; 256,00; -2,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,10; 256,00; -1,13; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,20; 256,00; 0,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,30; 256,00; 2,28; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,40; 256,00; 3,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,50; 256,00; 5,08; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,60; 256,00; 6,20; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,70; 256,00; 7,11; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,80; 256,00; 7,83; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 55,90; 256,00; 8,37; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,00; 256,00; 8,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,10; 256,00; 9,01; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,20; 256,00; 9,15; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,30; 256,00; 9,20; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,40; 256,00; 9,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,50; 256,00; 8,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,60; 256,00; 8,73; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,70; 256,00; 8,33; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,80; 256,00; 7,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 56,90; 256,00; 7,06; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,00; 256,00; 6,16; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,10; 256,00; 5,05; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,20; 256,00; 3,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,30; 256,00; 2,28; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,40; 256,00; 0,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,50; 256,00; -1,09; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,60; 256,00; -2,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,70; 256,00; -4,69; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,80; 256,00; -6,39; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 57,90; 256,00; -7,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,00; 256,00; -9,10; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,10; 256,00; -9,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,20; 256,00; -9,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,30; 256,00; -9,36; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,40; 256,00; -8,35; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,50; 256,00; -7,06; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,60; 256,00; -5,59; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,70; 256,00; -4,03; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,80; 256,00; -2,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 58,90; 256,00; -0,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 59,00; 256,00; 0,59; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 59,10; 256,00; 1,95; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 59,20; 256,00; 3,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 59,30; 256,00; 4,28; 0,00
