Experiment; Time; X; Y; Z
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,00; 0,00; 0,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,10; 0,49; 4,17; 0,50
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,20; 0,98; 4,45; 1,00
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,30; 1,46; 0,52; 1,52
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,40; 1,46; 0,52; 1,52
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,50; 1,93; -4,25; 2,04
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,60; 2,41; -5,66; 2,58
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,70; 2,87; -2,67; 3,12
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,80; 3,32; 1,57; 3,66
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 0,90; 3,76; 2,86; 4,20
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,00; 4,20; -0,35; 4,75
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,10; 4,63; -5,66; 5,32
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,20; 5,06; -8,69; 5,89
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,30; 5,06; -8,69; 5,89
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,40; 5,48; -7,07; 6,48
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,50; 5,88; -2,77; 7,06
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,60; 6,27; -0,02; 7,64
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,70; 6,65; -1,29; 8,22
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,80; 7,04; -5,65; 8,82
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 1,90; 7,44; -9,14; 9,43
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,00; 7,85; -8,18; 10,04
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,10; 8,27; -3,33; 10,62
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,20; 8,69; 1,34; 11,20
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,30; 9,11; 2,14; 11,76
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,40; 9,54; -1,13; 12,31
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,50; 9,98; -5,07; 12,87
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,60; 10,44; -5,60; 13,42
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,70; 10,90; -1,80; 13,96
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,80; 11,36; 3,18; 14,48
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 2,90; 11,82; 5,18; 15,00
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,00; 12,29; 2,69; 15,51
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,10; 12,77; -1,92; 16,02
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,20; 13,26; -4,37; 16,53
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,30; 13,26; -4,37; 16,53
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,40; 13,76; -2,33; 17,03
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,50; 14,26; 2,29; 17,51
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,60; 14,76; 5,28; 17,99
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,70; 15,27; 3,91; 18,45
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,80; 15,79; -0,80; 18,92
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 3,90; 16,32; -4,94; 19,38
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,00; 16,86; -5,04; 19,83
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,10; 17,40; -1,40; 20,28
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,20; 17,94; 2,28; 20,71
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,30; 18,48; 2,35; 21,13
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,40; 19,04; -1,70; 21,55
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,50; 19,61; -6,86; 21,97
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,60; 20,19; -9,00; 22,38
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,70; 20,77; -6,61; 22,78
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,80; 21,36; -2,29; 23,16
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 4,90; 21,93; -0,02; 23,53
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,00; 22,50; -1,55; 23,89
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,10; 23,07; -5,68; 24,26
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,20; 23,65; -8,81; 24,65
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,30; 24,22; -7,87; 25,05
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,40; 24,78; -3,30; 25,45
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,50; 25,32; 1,43; 25,85
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,60; 25,86; 2,85; 26,26
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,70; 26,38; 0,28; 26,67
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,80; 26,91; -3,79; 27,10
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 5,90; 27,43; -5,54; 27,54
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,00; 27,94; -3,12; 27,98
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,10; 28,44; 1,67; 28,43
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,20; 28,94; 5,07; 28,87
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,30; 29,42; 4,51; 29,33
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,40; 29,89; 0,55; 29,79
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,50; 30,37; -3,51; 30,26
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,60; 30,84; -4,25; 30,75
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,70; 31,30; -1,10; 31,24
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,80; 31,75; 3,16; 31,73
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 6,90; 32,19; 4,89; 32,22
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,00; 32,63; 2,50; 32,72
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,10; 33,05; -2,36; 33,23
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,20; 33,48; -6,05; 33,75
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,30; 33,90; -5,84; 34,27
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,40; 34,31; -2,36; 34,81
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,50; 34,71; 1,08; 35,34
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,60; 35,09; 1,29; 35,87
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,70; 35,47; -2,28; 36,42
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,80; 35,85; -7,23; 36,98
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 7,90; 36,23; -9,84; 37,55
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,00; 36,60; -8,07; 38,14
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,10; 36,95; -3,61; 38,71
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,20; 37,29; 0,01; 39,27
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,30; 37,63; 0,34; 39,81
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,40; 37,99; -2,56; 40,35
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,50; 38,37; -6,19; 40,88
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,60; 38,75; -7,29; 41,42
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,70; 39,15; -4,51; 41,94
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,80; 39,54; 0,37; 42,45
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 8,90; 39,93; 4,04; 42,95
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,00; 40,33; 4,15; 43,44
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,10; 40,75; 0,95; 43,93
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,20; 41,17; -2,91; 44,41
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,30; 41,60; -4,22; 44,89
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,40; 42,04; -1,77; 45,36
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,50; 42,48; 2,65; 45,82
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,60; 42,92; 5,76; 46,27
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,70; 43,36; 5,32; 46,71
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,80; 43,82; 1,63; 47,14
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 9,90; 44,28; -2,68; 47,58
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,00; 44,76; -4,46; 48,01
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,10; 45,25; -2,51; 48,43
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,20; 45,73; 1,40; 48,84
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,30; 46,22; 4,06; 49,24
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,40; 46,71; 3,24; 49,62
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,50; 47,21; -0,83; 50,01
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,60; 47,72; -5,59; 50,39
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,70; 48,25; -7,88; 50,77
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,80; 48,78; -6,38; 51,14
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 10,90; 49,31; -2,71; 51,50
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,00; 49,84; 0,02; 51,84
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,10; 50,37; -0,34; 52,16
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,20; 50,92; -3,69; 52,48
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,30; 51,49; -7,78; 52,81
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,40; 52,06; -9,44; 53,16
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,50; 52,62; -7,07; 53,51
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,60; 53,16; -2,22; 53,87
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,70; 53,69; 1,88; 54,23
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,80; 54,20; 2,72; 54,59
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 11,90; 54,71; 0,17; 54,96
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,00; 55,22; -3,45; 55,34
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,10; 55,73; -5,01; 55,73
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,20; 56,23; -2,87; 56,13
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,30; 56,72; 1,68; 56,54
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,40; 57,19; 5,56; 56,94
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,50; 57,66; 6,25; 57,35
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,60; 58,12; 3,47; 57,77
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,70; 58,58; -0,66; 58,19
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,80; 59,03; -2,99; 58,63
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 12,90; 59,48; -1,69; 59,08
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,00; 59,92; 2,24; 59,53
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,10; 60,34; 5,83; 59,98
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,20; 60,76; 6,44; 60,43
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,30; 61,16; 3,53; 60,90
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,40; 61,57; -1,06; 61,37
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,50; 61,97; -4,25; 61,86
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,60; 62,37; -3,94; 62,35
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,70; 62,76; -0,76; 62,85
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,80; 63,13; 2,57; 63,34
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 13,90; 63,49; 3,27; 63,84
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,00; 63,85; 0,44; 64,35
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,10; 64,20; -4,43; 64,87
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,20; 64,56; -8,31; 65,40
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,30; 64,90; -8,76; 65,95
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,40; 65,23; -5,85; 66,49
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,50; 65,55; -2,01; 67,03
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,60; 65,85; 0,02; 67,56
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,70; 66,16; -0,91; 68,06
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,80; 66,48; -4,17; 68,57
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 14,90; 66,82; -7,50; 69,07
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,00; 67,18; -8,33; 69,58
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,10; 67,54; -5,74; 70,07
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,20; 67,90; -1,21; 70,56
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,30; 68,26; 2,52; 71,03
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,40; 68,63; 3,36; 71,49
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,50; 69,00; 1,06; 71,94
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,60; 69,39; -2,70; 72,39
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,70; 69,79; -5,21; 72,84
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,80; 70,19; -4,59; 73,28
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 15,90; 70,60; -1,16; 73,71
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,00; 71,02; 2,83; 74,13
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,10; 71,43; 4,82; 74,54
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,20; 71,85; 3,57; 74,94
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,30; 72,28; -0,22; 75,34
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,40; 72,72; -4,21; 75,73
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,50; 73,17; -5,90; 76,13
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,60; 73,63; -4,34; 76,51
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,70; 74,09; -0,84; 76,88
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,80; 74,55; 2,03; 77,24
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 16,90; 75,01; 2,21; 77,59
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,00; 75,48; -0,71; 77,93
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,10; 75,97; -5,22; 78,27
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,20; 76,47; -8,75; 78,62
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,30; 76,98; -9,17; 78,95
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,40; 77,50; -6,47; 79,26
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,50; 78,00; -2,64; 79,57
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,60; 78,50; -0,10; 79,86
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,70; 78,97; -0,16; 80,15
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,80; 79,43; -2,70; 80,46
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 17,90; 79,90; -6,16; 80,79
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,00; 80,37; -8,25; 81,13
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,10; 80,83; -7,38; 81,49
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,20; 81,28; -3,90; 81,84
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,30; 81,71; 0,25; 82,20
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,40; 82,13; 2,80; 82,56
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,50; 82,54; 2,47; 82,92
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,60; 82,95; -0,42; 83,30
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,70; 83,36; -4,14; 83,68
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,80; 83,76; -6,41; 84,08
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 18,90; 84,16; -5,80; 84,48
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,00; 84,55; -2,73; 84,89
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,10; 84,92; 0,86; 85,30
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,20; 85,28; 2,80; 85,71
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,30; 85,63; 1,91; 86,13
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,40; 85,98; -1,48; 86,56
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,50; 86,33; -5,65; 87,00
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,60; 86,68; -8,35; 87,45
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,70; 87,01; -8,12; 87,91
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,80; 87,34; -5,39; 88,38
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 19,90; 87,64; -2,02; 88,84
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,00; 87,94; -0,06; 89,29
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,10; 88,21; -0,52; 89,75
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,20; 88,48; -3,22; 90,24
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,30; 88,77; -6,74; 90,73
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,40; 89,07; -8,88; 91,23
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,50; 89,39; -8,07; 91,72
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,60; 89,71; -4,54; 92,20
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,70; 90,03; -0,14; 92,66
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,80; 90,35; 2,88; 93,11
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 20,90; 90,68; 3,17; 93,55
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,00; 91,02; 0,84; 93,99
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,10; 91,37; -2,54; 94,42
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,20; 91,72; -4,77; 94,85
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,30; 92,09; -4,30; 95,28
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,40; 92,46; -1,25; 95,69
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,50; 92,84; 2,68; 96,09
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,60; 93,21; 5,33; 96,49
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,70; 93,59; 5,30; 96,87
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,80; 93,98; 2,62; 97,24
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 21,90; 94,38; -1,28; 97,62
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,00; 94,79; -4,24; 97,99
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,10; 95,21; -4,63; 98,36
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,20; 95,63; -2,38; 98,72
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,30; 96,06; 0,98; 99,06
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,40; 96,48; 3,33; 99,40
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,50; 96,91; 3,16; 99,72
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,60; 97,35; 0,31; 100,04
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,70; 97,81; -3,98; 100,35
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,80; 98,27; -7,63; 100,67
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 22,90; 98,74; -8,79; 100,98
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,00; 99,23; -7,08; 101,28
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,10; 99,70; -3,80; 101,56
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,20; 100,18; -0,94; 101,83
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,30; 100,63; 0,02; 102,08
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,40; 101,06; -1,18; 102,34
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,50; 101,50; -4,06; 102,62
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,60; 101,95; -7,13; 102,91
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,70; 102,39; -8,59; 103,21
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,80; 102,82; -7,42; 103,53
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 23,90; 103,24; -4,09; 103,85
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,00; 103,65; -0,18; 104,17
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,10; 104,05; 2,51; 104,49
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,20; 104,43; 2,85; 104,82
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,30; 104,81; 0,81; 105,15
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,40; 105,19; -2,54; 105,50
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,50; 105,56; -5,47; 105,86
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,60; 105,94; -6,40; 106,23
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,70; 106,30; -4,82; 106,60
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,80; 106,65; -1,62; 106,98
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 24,90; 106,99; 1,49; 107,36
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,00; 107,32; 2,92; 107,73
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,10; 107,63; 1,91; 108,12
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,20; 107,95; -1,21; 108,52
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,30; 108,26; -5,12; 108,93
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,40; 108,57; -8,07; 109,35
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,50; 108,88; -8,67; 109,78
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,60; 109,17; -6,83; 110,22
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,70; 109,44; -3,74; 110,66
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,80; 109,71; -1,05; 111,09
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 25,90; 109,95; -0,00; 111,50
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,00; 110,18; -0,85; 111,91
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,10; 110,44; -3,33; 112,33
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,20; 110,70; -6,40; 112,76
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,30; 110,98; -8,51; 113,19
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,40; 111,27; -8,43; 113,61
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,50; 111,57; -6,04; 114,02
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,60; 111,88; -2,37; 114,41
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,70; 112,18; 1,02; 114,80
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,80; 112,48; 2,79; 115,17
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 26,90; 112,79; 2,32; 115,53
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,00; 113,11; -0,09; 115,88
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,10; 113,44; -3,35; 116,24
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,20; 113,78; -5,92; 116,59
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,30; 114,13; -6,56; 116,94
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,40; 114,49; -4,97; 117,28
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,50; 114,85; -1,98; 117,61
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,60; 115,21; 0,97; 117,92
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,70; 115,58; 2,50; 118,23
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,80; 115,94; 1,89; 118,52
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 27,90; 116,33; -0,73; 118,81
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,00; 116,72; -4,42; 119,09
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,10; 117,12; -7,72; 119,38
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,20; 117,54; -9,24; 119,67
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,30; 117,97; -8,38; 119,94
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,40; 118,39; -5,76; 120,19
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,50; 118,81; -2,68; 120,43
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,60; 119,22; -0,47; 120,66
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,70; 119,60; 0,16; 120,88
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,80; 119,95; -0,89; 121,12
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 28,90; 120,31; -3,29; 121,37
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,00; 120,68; -6,14; 121,64
